timestamp,values,metric,model,L,training_scheme,regression
2022-01-23 00:00:00+00:00,0.0857205064386815,qlike,ar,1D,ClustAM,ridge
2022-01-23 00:00:00+00:00,0.0837879975498958,qlike,har,1D,ClustAM,ridge
2022-01-23 00:00:00+00:00,0.0505752879056589,qlike,ar,1D,SAM,linear
2022-01-23 00:00:00+00:00,0.155672941904581,qlike,har,1D,SAM,linear
2022-01-23 00:00:00+00:00,0.0969076422318865,qlike,har_dummy_markets,1D,SAM,linear
2022-01-23 00:00:00+00:00,1.60506124756993,qlike,risk_metrics,1D,SAM,linear
2022-01-23 00:00:00+00:00,0.017180721221741,qlike,ar,1D,UAM,elastic
2022-01-23 00:00:00+00:00,0.00950711241494177,qlike,har,1D,UAM,elastic
2022-01-23 00:00:00+00:00,0.0172701081461939,qlike,ar,1D,UAM,lasso
2022-01-23 00:00:00+00:00,0.0080503239654349,qlike,har,1D,UAM,lasso
2022-01-23 00:00:00+00:00,0.0812361582195335,qlike,ar,1D,UAM,ridge
2022-01-23 00:00:00+00:00,0.0770106360241039,qlike,har,1D,UAM,ridge
2022-01-23 00:00:00+00:00,0.0166337864577081,qlike,ar,1W,ClustAM,elastic
2022-01-23 00:00:00+00:00,0.00558100354544434,qlike,har,1W,ClustAM,elastic
2022-01-23 00:00:00+00:00,0.0152157279822713,qlike,ar,1W,ClustAM,lasso
2022-01-23 00:00:00+00:00,0.00575835832874855,qlike,har,1W,ClustAM,lasso
2022-01-23 00:00:00+00:00,0.0882068997304947,qlike,ar,1W,ClustAM,ridge
2022-01-23 00:00:00+00:00,0.07241944471541,qlike,har,1W,ClustAM,ridge
2022-01-23 00:00:00+00:00,0.0491308826663112,qlike,ar,1W,SAM,linear
2022-01-23 00:00:00+00:00,0.0109335779638141,qlike,har,1W,SAM,linear
2022-01-23 00:00:00+00:00,0.0105325088158976,qlike,har_dummy_markets,1W,SAM,linear
2022-01-23 00:00:00+00:00,1.60506124756993,qlike,risk_metrics,1W,SAM,linear
2022-01-23 00:00:00+00:00,0.0152533118007519,qlike,ar,1W,UAM,elastic
2022-01-23 00:00:00+00:00,0.00507981020586816,qlike,har,1W,UAM,elastic
2022-01-23 00:00:00+00:00,0.0152348840286954,qlike,ar,1W,UAM,lasso
2022-01-23 00:00:00+00:00,0.00505896041507198,qlike,har,1W,UAM,lasso
2022-01-23 00:00:00+00:00,0.0623834750027173,qlike,ar,1W,UAM,ridge
2022-01-23 00:00:00+00:00,0.0456510292858968,qlike,har,1W,UAM,ridge
2022-01-23 00:00:00+00:00,1.60506124756993,qlike,risk_metrics,1M,SAM,linear
2022-01-23 00:00:00+00:00,1.31080568985352e-05,mse,ar,1D,ClustAM,elastic
2022-01-23 00:00:00+00:00,5.80084773807729e-06,mse,har,1D,ClustAM,elastic
2022-01-23 00:00:00+00:00,1.27593171956159e-05,mse,ar,1D,ClustAM,lasso
2022-01-23 00:00:00+00:00,5.86254001557807e-06,mse,har,1D,ClustAM,lasso
2022-01-23 00:00:00+00:00,6.24201837669274e-05,mse,ar,1D,ClustAM,ridge
2022-01-23 00:00:00+00:00,6.21672739261e-05,mse,har,1D,ClustAM,ridge
2022-01-23 00:00:00+00:00,3.96063444888945e-05,mse,ar,1D,SAM,linear
2022-01-23 00:00:00+00:00,1.60837698416849e-05,mse,har,1D,SAM,linear
2022-01-23 00:00:00+00:00,3.7488627832156e-05,mse,har_dummy_markets,1D,SAM,linear
2022-01-23 00:00:00+00:00,8.35512965487187e-09,mse,risk_metrics,1D,SAM,linear
2022-01-23 00:00:00+00:00,1.08899227670133e-05,mse,ar,1D,UAM,elastic
2022-01-23 00:00:00+00:00,5.5596681076684e-06,mse,har,1D,UAM,elastic
2022-01-23 00:00:00+00:00,1.09966126049806e-05,mse,ar,1D,UAM,lasso
2022-01-23 00:00:00+00:00,5.31553724469366e-06,mse,har,1D,UAM,lasso
2022-01-23 00:00:00+00:00,5.64907456513304e-05,mse,ar,1D,UAM,ridge
2022-01-23 00:00:00+00:00,5.3725116315657e-05,mse,har,1D,UAM,ridge
2022-01-23 00:00:00+00:00,1.24919006300763e-05,mse,ar,1W,ClustAM,elastic
2022-01-23 00:00:00+00:00,4.0651943704088e-06,mse,har,1W,ClustAM,elastic
2022-01-23 00:00:00+00:00,9.94486319121604e-06,mse,ar,1W,ClustAM,lasso
2022-01-23 00:00:00+00:00,4.27412247951221e-06,mse,har,1W,ClustAM,lasso
2022-01-23 00:00:00+00:00,6.646982647056e-05,mse,ar,1W,ClustAM,ridge
2022-01-23 00:00:00+00:00,5.4298061084757e-05,mse,har,1W,ClustAM,ridge
2022-01-23 00:00:00+00:00,4.12643321458346e-05,mse,ar,1W,SAM,linear
2022-01-23 00:00:00+00:00,9.33647890861674e-06,mse,har,1W,SAM,linear
2022-01-23 00:00:00+00:00,8.64889049264361e-06,mse,har_dummy_markets,1W,SAM,linear
2022-01-23 00:00:00+00:00,8.35512965487187e-09,mse,risk_metrics,1W,SAM,linear
2022-01-23 00:00:00+00:00,1.03595037179437e-05,mse,ar,1W,UAM,elastic
2022-01-23 00:00:00+00:00,3.48646831801173e-06,mse,har,1W,UAM,elastic
2022-01-23 00:00:00+00:00,1.03489816012236e-05,mse,ar,1W,UAM,lasso
2022-01-23 00:00:00+00:00,3.47577359425766e-06,mse,har,1W,UAM,lasso
2022-01-23 00:00:00+00:00,4.8567806667328e-05,mse,ar,1W,UAM,ridge
2022-01-23 00:00:00+00:00,3.49830278799647e-05,mse,har,1W,UAM,ridge
2022-01-23 00:00:00+00:00,8.35512965487187e-09,mse,risk_metrics,1M,SAM,linear
2022-01-30 00:00:00+00:00,0.786819949245107,r2,ar,1D,ClustAM,elastic
2022-01-30 00:00:00+00:00,0.901881426181587,r2,har,1D,ClustAM,elastic
2022-01-30 00:00:00+00:00,0.793215313464515,r2,ar,1D,ClustAM,lasso
2022-01-30 00:00:00+00:00,0.902493990230673,r2,har,1D,ClustAM,lasso
2022-01-30 00:00:00+00:00,0.203563471455667,r2,ar,1D,ClustAM,ridge
2022-01-30 00:00:00+00:00,0.215518680303214,r2,har,1D,ClustAM,ridge
